work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,Entry-level,Full-time,Data Analyst,111000.0,USD,111000.0,United States,On-site,United States,Medium
2023,Entry-level,Full-time,Data Analyst,104000.0,USD,104000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,BI Developer,128000.0,USD,128000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,BI Developer,81500.0,USD,81500.0,United States,On-site,United States,Medium
2023,Entry-level,Full-time,Data Analyst,50000.0,GBP,61520.0,United Kingdom,On-site,United Kingdom,Medium
2023,Entry-level,Full-time,Data Analyst,35000.0,GBP,43064.0,United Kingdom,On-site,United Kingdom,Medium
2023,Mid-level,Full-time,Data Analyst,97750.0,USD,97750.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Analyst,75000.0,USD,75000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,238000.0,USD,238000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,176000.0,USD,176000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,192000.0,USD,192000.0,Canada,On-site,Canada,Medium
2023,Senior-level,Full-time,Data Analyst,92000.0,USD,92000.0,Canada,On-site,Canada,Medium
2023,Senior-level,Full-time,Data Engineer,195000.0,USD,195000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,125000.0,USD,125000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Decision Scientist,204500.0,USD,204500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Decision Scientist,142200.0,USD,142200.0,United States,On-site,United States,Medium
2023,Entry-level,Full-time,Data Analyst,132600.0,USD,132600.0,United States,Fully remote,United States,Medium
2023,Entry-level,Full-time,Data Analyst,81500.0,USD,81500.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Engineer,202400.0,USD,202400.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Engineer,147200.0,USD,147200.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,175000.0,USD,175000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Analyst,135000.0,USD,135000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,238000.0,USD,238000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,176000.0,USD,176000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,239000.0,USD,239000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,136000.0,USD,136000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Analyst,54000.0,USD,54000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Analyst,36000.0,USD,36000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,176000.0,USD,176000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,118720.0,USD,118720.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,204500.0,USD,204500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,138900.0,USD,138900.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Engineer,140000.0,USD,140000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Engineer,95000.0,USD,95000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Research Engineer,240000.0,USD,240000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Engineer,157000.0,USD,157000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Engineer,165000.0,USD,165000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Engineer,136000.0,USD,136000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Applied Scientist,230000.0,USD,230000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Applied Scientist,196000.0,USD,196000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,272300.0,USD,272300.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,222800.0,USD,222800.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Engineer,167500.0,USD,167500.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Engineer,106500.0,USD,106500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Manager,172750.0,USD,172750.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Manager,82500.0,USD,82500.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Business Intelligence Engineer,165600.0,USD,165600.0,United States,On-site,United States,Large
2023,Mid-level,Full-time,Business Intelligence Engineer,65800.0,USD,65800.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Applied Scientist,192000.0,USD,192000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Applied Scientist,164000.0,USD,164000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Manager,145000.0,USD,145000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Manager,130000.0,USD,130000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,226600.0,USD,226600.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,140100.0,USD,140100.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,185900.0,USD,185900.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,129300.0,USD,129300.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,331640.0,USD,331640.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,267720.0,USD,267720.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,281000.0,USD,281000.0,Canada,On-site,Canada,Medium
2023,Senior-level,Full-time,Data Scientist,181000.0,USD,181000.0,Canada,On-site,Canada,Medium
2023,Senior-level,Full-time,Analytics Engineer,207611.0,USD,207611.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Analytics Engineer,127876.0,USD,127876.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Research Engineer,225000.0,USD,225000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Engineer,168000.0,USD,168000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,280600.0,USD,280600.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,158600.0,USD,158600.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,200000.0,USD,200000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,140000.0,USD,140000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,283780.0,USD,283780.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,218540.0,USD,218540.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,178500.0,USD,178500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,100000.0,USD,100000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,323300.0,USD,323300.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,184700.0,USD,184700.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,248100.0,USD,248100.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,145900.0,USD,145900.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Analytics Lead,100000.0,GBP,123040.0,United Kingdom,On-site,United Kingdom,Medium
2023,Mid-level,Full-time,Data Analytics Lead,85000.0,GBP,104584.0,United Kingdom,On-site,United Kingdom,Medium
2023,Mid-level,Full-time,Research Scientist,185000.0,USD,185000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Research Scientist,137700.0,USD,137700.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Research Scientist,205500.0,USD,205500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,132500.0,USD,132500.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Operations Analyst,65100.0,USD,65100.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Operations Analyst,44640.0,USD,44640.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,181500.0,USD,181500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,112200.0,USD,112200.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,192000.0,USD,192000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,164000.0,USD,164000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Analyst,161000.0,USD,161000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Analyst,123000.0,USD,123000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,247300.0,USD,247300.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,139700.0,USD,139700.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,145000.0,USD,145000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Analyst,106000.0,USD,106000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,200000.0,USD,200000.0,Canada,Fully remote,Canada,Medium
2023,Senior-level,Full-time,Data Engineer,160000.0,USD,160000.0,Canada,Fully remote,Canada,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,204600.0,USD,204600.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,126500.0,USD,126500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,278700.0,USD,278700.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,159300.0,USD,159300.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Scientist,180000.0,USD,180000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Scientist,140000.0,USD,140000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,238000.0,USD,238000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,176000.0,USD,176000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Operations Engineer,125000.0,USD,125000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Operations Engineer,65000.0,USD,65000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Scientist,230000.0,USD,230000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Scientist,175000.0,USD,175000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Engineer,130000.0,USD,130000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Engineer,100000.0,USD,100000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Applied Scientist,252990.0,USD,252990.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Applied Scientist,162170.0,USD,162170.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Engineer,183000.0,USD,183000.0,Canada,Fully remote,Canada,Medium
2023,Mid-level,Full-time,Data Engineer,122000.0,USD,122000.0,Canada,Fully remote,Canada,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,253000.0,USD,253000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,172040.0,USD,172040.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,310270.0,USD,310270.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,239080.0,USD,239080.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,85000.0,USD,85000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Analyst,70000.0,USD,70000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Engineer,135000.0,USD,135000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Engineer,125000.0,USD,125000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Applied Scientist,253000.0,USD,253000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Applied Scientist,172040.0,USD,172040.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Engineer,135000.0,USD,135000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Engineer,108000.0,USD,108000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,225500.0,USD,225500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,139400.0,USD,139400.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Manager,120000.0,EUR,129562.0,Germany,Fully remote,United States,Large
2023,Entry-level,Full-time,BI Data Analyst,50000.0,USD,50000.0,Kenya,Fully remote,Kenya,Small
2023,Senior-level,Full-time,AI Engineer,227850.0,USD,227850.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,AI Engineer,180500.0,USD,180500.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Analyst,90000.0,USD,90000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Analyst,70000.0,USD,70000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,199000.0,USD,199000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,159000.0,USD,159000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Lead,350000.0,USD,350000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Lead,80000.0,USD,80000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,240000.0,USD,240000.0,United Kingdom,On-site,United Kingdom,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,160000.0,USD,160000.0,United Kingdom,On-site,United Kingdom,Medium
2023,Senior-level,Full-time,Data Engineer,145000.0,USD,145000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,115000.0,USD,115000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Analyst,107500.0,USD,107500.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Analyst,96750.0,USD,96750.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,174000.0,USD,174000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,104000.0,USD,104000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,ML Engineer,275300.0,USD,275300.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,ML Engineer,183500.0,USD,183500.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,250000.0,USD,250000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,225000.0,USD,225000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,174350.0,USD,174350.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,126800.0,USD,126800.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,284050.0,USD,284050.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,193800.0,USD,193800.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,300000.0,USD,300000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,200000.0,USD,200000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,232989.0,USD,232989.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,140000.0,USD,140000.0,United States,Fully remote,United States,Medium
2023,Entry-level,Full-time,BI Data Analyst,85000.0,USD,85000.0,Canada,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,204500.0,USD,204500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,142200.0,USD,142200.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,147100.0,USD,147100.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,90700.0,USD,90700.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,140000.0,USD,140000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Analyst,95000.0,USD,95000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Analyst,204500.0,USD,204500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,138900.0,USD,138900.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Modeler,168400.0,USD,168400.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Modeler,105200.0,USD,105200.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,205500.0,USD,205500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,132500.0,USD,132500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,147100.0,USD,147100.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,90700.0,USD,90700.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,247500.0,USD,247500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,172200.0,USD,172200.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,192000.0,USD,192000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Analyst,138240.0,USD,138240.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,168400.0,USD,168400.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,105200.0,USD,105200.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Analytics Engineer,150550.0,USD,150550.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Analytics Engineer,116710.0,USD,116710.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,180000.0,USD,180000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,162000.0,USD,162000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,226600.0,USD,226600.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,140100.0,USD,140100.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Visualization Engineer,147100.0,USD,147100.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Visualization Engineer,90700.0,USD,90700.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,175000.0,USD,175000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,120000.0,USD,120000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Architect,147100.0,USD,147100.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Architect,90700.0,USD,90700.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Modeler,168400.0,USD,168400.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Modeler,105200.0,USD,105200.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Analytics Engineer,125000.0,USD,125000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Analytics Engineer,100000.0,USD,100000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Research Scientist,198800.0,USD,198800.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,105200.0,USD,105200.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Manager,115500.0,USD,115500.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Manager,73500.0,USD,73500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,150600.0,USD,150600.0,United Kingdom,Fully remote,United Kingdom,Medium
2023,Senior-level,Full-time,Data Engineer,120500.0,USD,120500.0,United Kingdom,Fully remote,United Kingdom,Medium
2023,Senior-level,Full-time,Data Engineer,183000.0,USD,183000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,140000.0,USD,140000.0,United States,On-site,United States,Medium
2023,Executive-level,Full-time,Business Intelligence Developer,167500.0,USD,167500.0,United States,On-site,United States,Medium
2023,Executive-level,Full-time,Business Intelligence Developer,106500.0,USD,106500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Analytics Engineer,175000.0,USD,175000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Analytics Engineer,125000.0,USD,125000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,239000.0,USD,239000.0,Canada,Fully remote,Canada,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,149000.0,USD,149000.0,Canada,Fully remote,Canada,Medium
2023,Mid-level,Full-time,BI Developer,128000.0,USD,128000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,BI Developer,81500.0,USD,81500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,185000.0,USD,185000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,122000.0,USD,122000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Business Intelligence Engineer,202800.0,USD,202800.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Business Intelligence Engineer,104300.0,USD,104300.0,United States,On-site,United States,Large
2023,Mid-level,Full-time,Data Engineer,181500.0,USD,181500.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Engineer,127000.0,USD,127000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Specialist,186000.0,USD,186000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Specialist,138000.0,USD,138000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Scientist,185000.0,USD,185000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Scientist,122000.0,USD,122000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Engineer,196000.0,USD,196000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Engineer,142600.0,USD,142600.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,205000.0,USD,205000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,150000.0,USD,150000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Business Intelligence Analyst,140000.0,USD,140000.0,Canada,On-site,Canada,Medium
2023,Senior-level,Full-time,Business Intelligence Analyst,112000.0,USD,112000.0,Canada,On-site,Canada,Medium
2023,Senior-level,Full-time,Data Analyst,139000.0,USD,139000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,85700.0,USD,85700.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Integration Specialist,3000000.0,INR,36483.0,India,Hybrid,India,Large
2023,Senior-level,Full-time,Lead Data Scientist,36000.0,USD,36000.0,Russian Federation,Fully remote,Russian Federation,Large
2023,Senior-level,Full-time,Data Engineer,130000.0,USD,130000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,91270.0,USD,91270.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,226600.0,USD,226600.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,140100.0,USD,140100.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Business Intelligence Engineer,225000.0,USD,225000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Business Intelligence Engineer,156400.0,USD,156400.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Applied Scientist,222200.0,USD,222200.0,United States,On-site,United States,Large
2023,Mid-level,Full-time,Applied Scientist,136000.0,USD,136000.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Data Architect,180000.0,USD,180000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Architect,165000.0,USD,165000.0,United States,On-site,United States,Medium
2023,Executive-level,Full-time,Director of Data Science,247000.0,USD,247000.0,United States,Fully remote,United States,Medium
2023,Executive-level,Full-time,Director of Data Science,118440.0,USD,118440.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Manager,145000.0,USD,145000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Manager,130000.0,USD,130000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Scientist,204500.0,USD,204500.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Scientist,138900.0,USD,138900.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,ML Engineer,297300.0,USD,297300.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,ML Engineer,198200.0,USD,198200.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Scientist,172200.0,USD,172200.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Scientist,131200.0,USD,131200.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Scientist,90000.0,GBP,110736.0,United Kingdom,Fully remote,United Kingdom,Medium
2023,Mid-level,Full-time,Data Scientist,70000.0,GBP,86128.0,United Kingdom,Fully remote,United Kingdom,Medium
2023,Senior-level,Full-time,Business Intelligence Engineer,204500.0,USD,204500.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Business Intelligence Engineer,138900.0,USD,138900.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Specialist,87500.0,USD,87500.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Specialist,62500.0,USD,62500.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,244000.0,USD,244000.0,Canada,On-site,Canada,Medium
2023,Senior-level,Full-time,Data Scientist,157000.0,USD,157000.0,Canada,On-site,Canada,Medium
2023,Senior-level,Full-time,Data Engineer,157550.0,USD,157550.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,104650.0,USD,104650.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,136000.0,USD,136000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Research Scientist,90600.0,USD,90600.0,United States,Fully remote,United States,Medium
2023,Entry-level,Full-time,Data Engineer,40000.0,GBP,49216.0,United Kingdom,Fully remote,United Kingdom,Medium
2023,Entry-level,Full-time,Data Engineer,35000.0,GBP,43064.0,United Kingdom,Fully remote,United Kingdom,Medium
2023,Senior-level,Full-time,Principal Machine Learning Engineer,160000.0,USD,160000.0,India,Fully remote,India,Large
2023,Senior-level,Full-time,Principal Data Engineer,85000.0,EUR,91773.0,Spain,Fully remote,Spain,Medium
2023,Senior-level,Full-time,Data Analyst,120350.0,USD,120350.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Analyst,74400.0,USD,74400.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,281000.0,USD,281000.0,Canada,On-site,Canada,Medium
2023,Senior-level,Full-time,Data Scientist,181000.0,USD,181000.0,Canada,On-site,Canada,Medium
2023,Senior-level,Full-time,Data Engineer,280600.0,USD,280600.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,158600.0,USD,158600.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,315300.0,USD,315300.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,210200.0,USD,210200.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Analytics Manager,177000.0,USD,177000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Analytics Manager,110000.0,USD,110000.0,United States,On-site,United States,Medium
